filename	objects
81855_submitter_file5__2017020112.16.04.jpg	['safety pin', 'suspension bridge', 'pier', 'container ship, containership, container vessel', 'promontory, headland, head, foreland']
87878_submitter_file1__Screenshot20171011024842.png	['suspension bridge', 'fountain', 'wing', 'airship, dirigible', 'spotlight, spot']
90661_submitter_file1__20180121101317.jpg	['nail', 'hook, claw', 'window shade', 'window screen', 'bannister, banister, balustrade, balusters, handrail']
83055_submitter_file1__IMG0126.JPG	['sandbar, sand bar', 'radio telescope, radio reflector', 'hay', 'wing', 'rapeseed']
80359_submitter_file4__DSC4298.jpg	['traffic light, traffic signal, stoplight', 'flagpole, flagstaff', 'water tower', 'parking meter', 'balloon']
87365_submitter_file2__716FDDFD481C4AEAB0A06539CC4AD782.jpeg	['traffic light, traffic signal, stoplight', 'digital clock', 'nematode, nematode worm, roundworm', 'jellyfish']
87866_submitter_file1__6857A15402104B668F7AE98D7622AC9A.jpeg	['turnstile', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'library', 'web site, website, internet site, site', 'container ship, containership, container vessel']
89465_submitter_file2__IMG2424.JPG	['space shuttle', 'volcano', 'projectile, missile', 'missile']
87284_submitter_file7__PicsArt100904.31.41.jpg	['geyser', 'fountain']
81731_submitter_file3__20170126160520.JPG	["jack-o'-lantern", 'spotlight, spot', 'nematode, nematode worm, roundworm', 'teapot', 'hammerhead, hammerhead shark']
85091_submitter_file8__SA32.JPG	['parachute, chute', 'pool table, billiard table, snooker table', 'baseball', 'tennis ball']
82278_submitter_file3__IMG2073.JPG	['laptop, laptop computer', 'binder, ring-binder', 'nematode, nematode worm, roundworm', 'Petri dish', 'jellyfish']
85616_submitter_file3__72917at445amPSTFirstunzoomedpicwhereringwithhollowcenterisvisible.JPG	[]
88603_submitter_file5__Screenshot20171207204553.jpg	['parachute, chute', 'bubble', 'envelope', 'kite', 'pelican']
86171_submitter_file3__IMG0458.JPG	['volcano', 'geyser']
90854_submitter_file2__20180315063953DimLights.jpg	['ptarmigan', 'brambling, Fringilla montifringilla', 'goldfinch, Carduelis carduelis', 'balloon', 'golf ball']
79190_submitter_file2__IMG0179.JPG	['sarong', 'maillot', 'seashore, coast, seacoast, sea-coast', 'bikini, two-piece', 'swimming trunks, bathing trunks']
80914_submitter_file3__IMG0623.JPG	['parachute, chute', 'warplane, military plane', 'airliner', 'wing', 'airship, dirigible']
81375_submitter_file6__1UFO6.jpg	['web site, website, internet site, site']
79691_submitter_file3__20161008122656.jpg	['valley, vale', 'cliff, drop, drop-off', 'alp', 'promontory, headland, head, foreland']
88303_submitter_file2__16.11.04RedLight2FmVideo.jpg	["jack-o'-lantern", 'digital clock', 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish']
75133_submitter_file5__UAPagain.12Dec2013TorontoCanada.Adaraworld2013.1011376copycopycopycopy.JPG	[]
90626_submitter_file1__ufo.jpg	['traffic light, traffic signal, stoplight', 'alp', 'suspension bridge']
81731_submitter_file6__20170126160240.JPG	["jack-o'-lantern", 'volcano', 'nematode, nematode worm, roundworm', 'monitor', 'jellyfish']
86378_submitter_file3__EclipseLightsreport3.jpg	['envelope', 'nematode, nematode worm, roundworm', 'web site, website, internet site, site', 'analog clock', 'monitor']
87857_submitter_file1__Screenshot20171107194626.png	['sandbar, sand bar', 'sunglasses, dark glasses, shades', 'sunglass']
91082_submitter_file1__D2EBEDA9DF854ECEA99A1E5B6A80272F.jpeg	['hay', 'radio telescope, radio reflector', 'suspension bridge', 'pole', 'barn']
87385_submitter_file3__20171017001131.jpg	['lampshade, lamp shade', 'window shade', 'beacon, lighthouse, beacon light, pharos', 'spotlight, spot']
80456_submitter_file4__6.JPG	['airship, dirigible']
83388_submitter_file6__6.LuminousLightDiscPhotograph3EnhancedEnlarged.jpg	['ping-pong ball', 'doormat, welcome mat', 'nematode, nematode worm, roundworm', 'mitten', 'jellyfish']
83249_submitter_file1__1.TwoFlyingSaucersStuckTogetherOriginal.jpg	['jellyfish']
76769_submitter_file4__image.png	['parachute, chute', 'volcano', 'wing']
80464_submitter_file9__LeicaFall210620160917024.JPG	['parachute, chute', 'flagpole, flagstaff', 'vulture', 'kite', 'airship, dirigible']
87586_submitter_file1__ufooutsideofDenverAirport.JPG	['volcano', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'matchstick', 'nematode, nematode worm, roundworm', 'leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea']
87034_submitter_file4__IMG7680.JPG	['screen, CRT screen', 'iPod', 'lighter, light, igniter, ignitor', 'monitor', 'lampshade, lamp shade']
83925_submitter_file3__B2SeclaterTwoatrtofTower.jpg	['parachute, chute', 'aircraft carrier, carrier, flattop, attack aircraft carrier', 'pole', 'pier', 'pirate, pirate ship']
80412_submitter_file2__DSC05971.JPG	['digital clock', 'matchstick', 'nematode, nematode worm, roundworm', 'monitor', 'jellyfish']
89794_submitter_file4__E6C3F9F037F645F4B300C2767D4750CC.jpeg	['strainer', 'washer, automatic washer, washing machine', 'web site, website, internet site, site', 'spotlight, spot']
80518_submitter_file1__IMG1059.JPG	['planetarium', 'radio telescope, radio reflector', 'airship, dirigible', 'solar dish, solar collector, solar furnace', 'sundial']
79861_submitter_file2__image.jpeg	['parachute, chute', 'hammerhead, hammerhead shark', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'tiger shark, Galeocerdo cuvieri', 'jellyfish']
87072_submitter_file1__IMG9477.JPG	['volcano', "jack-o'-lantern", 'digital clock', 'nematode, nematode worm, roundworm', 'spotlight, spot']
80008_submitter_file5__P9304645.JPG	['sandbar, sand bar', 'radio telescope, radio reflector', 'lakeside, lakeshore', 'rapeseed', 'hay']
88554_submitter_file2__Screenshot20170906170844.png	['monarch, monarch butterfly, milkweed butterfly, Danaus plexippus', 'bald eagle, American eagle, Haliaeetus leucocephalus', 'vulture', 'kite', 'cardoon']
79611_submitter_file3__ufo3.jpg	['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'scoreboard', 'moving van', 'alp', 'street sign']
83963_submitter_file2__IMG0322check.jpg	['laptop, laptop computer', 'screen, CRT screen', 'home theater, home theatre', 'monitor', 'projector']
88848_submitter_file2__IMG20171213002356ufo4Zoomx4.png	['abaya', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'nematode, nematode worm, roundworm', 'isopod', 'jellyfish']
84488_submitter_file7__IMG0583.JPG	['parachute, chute', 'geyser', 'velvet', 'airship, dirigible', 'beacon, lighthouse, beacon light, pharos']
86514_submitter_file2__20170901173259.jpg	['parachute, chute', 'volcano', 'balloon', 'bubble', 'lakeside, lakeshore']
85054_submitter_file4__20170711161345.jpg	['recreational vehicle, RV, R.V.', 'lakeside, lakeshore', 'moving van', 'mobile home, manufactured home', 'seashore, coast, seacoast, sea-coast']
91145_submitter_file2__10AB009BA6324A458EF29FFFA1623035.jpeg	['convertible', 'seat belt, seatbelt', 'wing', 'car mirror']
82278_submitter_file2__IMG2345.JPG	['laptop, laptop computer', 'notebook, notebook computer', 'wallet, billfold, notecase, pocketbook', 'cardigan', 'purse']
77962_submitter_file3__image.jpg	['screen, CRT screen', 'television, television system', 'home theater, home theatre', 'window screen', 'microwave, microwave oven']
79225_submitter_file2__harvest11.jpg	['syringe', 'matchstick', 'nematode, nematode worm, roundworm', 'paintbrush', 'grand piano, grand']
83827_submitter_file3__Capture20170511221840.png	['measuring cup', 'modem', 'book jacket, dust cover, dust jacket, dust wrapper', 'envelope', 'sunscreen, sunblock, sun blocker']
79999_submitter_file2__image.jpeg	['cliff, drop, drop-off', 'valley, vale', 'alp']
89738_submitter_file1__received10213722541692040.jpeg	['schooner', 'yawl', 'projectile, missile', 'warplane, military plane', 'missile']
84220_submitter_file2__SingleUFO20170602191712.jpg	['obelisk', 'church, church building', 'lakeside, lakeshore', 'rapeseed', 'beacon, lighthouse, beacon light, pharos']
84482_submitter_file5__IMG2424.JPG	['dock, dockage, docking facility', 'liner, ocean liner', 'pier', 'suspension bridge']
88384_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg	['pier', 'bullet train, bullet', 'cinema, movie theater, movie theatre, movie house, picture palace', 'grocery store, grocery, food market, market', 'steel arch bridge']
90081_submitter_file2__2.jpg	['radio telescope, radio reflector', 'geyser', 'bubble', 'balloon', 'barn']
87628_submitter_file1__20171027170015528.jpg	['buckeye, horse chestnut, conker', 'plastic bag', 'rapeseed', 'window screen', 'lakeside, lakeshore']
85135_submitter_file1__1.jpg	['volcano', 'spotlight, spot', 'nematode, nematode worm, roundworm', 'car mirror', 'jellyfish']
85547_submitter_file1__IMG3068.JPG	['parachute, chute', 'vulture', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
70053_submitter_file1__fireball1.jpg	['nematode, nematode worm, roundworm', 'jellyfish']
90587_submitter_file5__20170327082624.jpg	['valley, vale', 'alp']
80101_submitter_file3__PA080496.JPG	['table lamp', 'lampshade, lamp shade', 'television, television system', 'candle, taper, wax light', 'spotlight, spot']
82302_submitter_file1__FBIMG1487908331334.jpg	['parachute, chute', 'drilling platform, offshore rig', 'wing', 'airship, dirigible', 'beacon, lighthouse, beacon light, pharos']
70068_submitter_file1__20150902193201.jpg	['park bench', 'sandbar, sand bar', 'wreck', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
80949_submitter_file7__2016121305.45.142.jpg	['chime, bell, gong', 'frying pan, frypan, skillet', 'steel drum', 'wok', 'gong, tam-tam']
83743_submitter_file2__IMG4372.JPG	['volcano', 'beacon, lighthouse, beacon light, pharos', 'seashore, coast, seacoast, sea-coast', 'drilling platform, offshore rig', 'lakeside, lakeshore']
81150_submitter_file7__20161011185026.jpg	['pole', 'traffic light, traffic signal, stoplight']
81034_submitter_file4__DSC1695.jpg	['parachute, chute', 'warplane, military plane', 'kite', 'airship, dirigible', 'wing']
87609_submitter_file6__20170901155119.jpg	['parachute, chute', 'cliff, drop, drop-off', 'airship, dirigible', 'shower curtain', 'promontory, headland, head, foreland']
86892_submitter_file1__DSC04081.JPG	['freight car', 'crane', 'moving van', 'crate', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']
78805_submitter_file3__BurntIslandRetreat13CZOOMUFO3.png	['ladle', 'hammerhead, hammerhead shark', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'nematode, nematode worm, roundworm', 'jellyfish']
82504_submitter_file1__IMG0476.JPG	['park bench', 'viaduct', 'rapeseed', 'church, church building', 'barn']
89051_submitter_file1__3.JPG	['electric ray, crampfish, numbfish, torpedo', 'hammerhead, hammerhead shark', 'velvet', 'tiger shark, Galeocerdo cuvieri', 'jellyfish']
84222_submitter_file1__20170606100325.jpg	['geyser', 'fountain', 'spotlight, spot']
75075_submitter_file1__UFOsORBsatnight19June2014.1012691.jpg	[]
83831_submitter_file4__20170426192900.jpg	['chime, bell, gong', 'hook, claw', 'crane']
83233_submitter_file2__IMG3093.JPG	['obelisk', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'pier', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
87752_submitter_file1__IMG2269.JPG	['black grouse', 'Indian cobra, Naja naja', 'agama', 'kite', 'ptarmigan']
90564_submitter_file7__IMG3319.jpg	['house finch, linnet, Carpodacus mexicanus', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'bald eagle, American eagle, Haliaeetus leucocephalus']
86187_submitter_file1__0821171312.jpg	['traffic light, traffic signal, stoplight', 'suspension bridge', 'projector', 'pole', 'spotlight, spot']
83459_submitter_file6__6.AmazingDaytimeGlowingSaucerFurtherEnlarged.jpg	['digital clock', 'nematode, nematode worm, roundworm', 'jellyfish']
84322_submitter_file2__Photoon61017at9.08PM2.jpg	['iPod', 'cellular telephone, cellular phone, cellphone, cell, mobile phone']
88660_submitter_file1__IMG9639.jpg	['syringe', 'pole', 'warplane, military plane', 'crane', 'suspension bridge']
79027_submitter_file2__Photo2.jpg	['parachute, chute', 'balloon', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
83394_submitter_file6__DSC4352.jpg	['parachute, chute', 'pole', 'traffic light, traffic signal, stoplight']
90325_submitter_file1__IMG3480.JPG	['bald eagle, American eagle, Haliaeetus leucocephalus', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'airship, dirigible']
85281_submitter_file6__IMG2273.JPG	['spotlight, spot', 'volcano', 'torch', 'nematode, nematode worm, roundworm', "jack-o'-lantern"]
82015_submitter_file2__IMG5007.PNG	['jersey, T-shirt, tee shirt', 'brassiere, bra, bandeau', 'velvet', 'stole', 'maillot']
90203_submitter_file1__ufo.jpg	['space shuttle', 'projectile, missile', 'beacon, lighthouse, beacon light, pharos', 'bell cote, bell cot', 'missile']
89793_submitter_file1__UFO01.jpg	['volcano', 'valley, vale', 'lakeside, lakeshore', 'alp', 'promontory, headland, head, foreland']
80830_submitter_file4__ufo.jpg	['volcano', 'geyser']
90963_submitter_file1__9B317F547D7B4312930F79F9774C4429.jpeg	['valley, vale', 'car mirror', 'dam, dike, dyke']
84550_submitter_file2__IMG1560.JPG	['lampshade, lamp shade', 'spotlight, spot']
88384_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg	['cinema, movie theater, movie theatre, movie house, picture palace', 'cab, hack, taxi, taxicab', 'scoreboard', 'traffic light, traffic signal, stoplight', 'stage']
86598_submitter_file5__20170831081939.jpg	['hay', 'balloon', 'lakeside, lakeshore', 'beacon, lighthouse, beacon light, pharos', 'megalith, megalithic structure']
87268_submitter_file3__IMG6332.JPG	['ping-pong ball', 'screen, CRT screen', 'television, television system', 'analog clock', 'spotlight, spot']
85941_submitter_file6__IMG0337.JPG	['pole']
87664_submitter_file1__45C4BC7B000005785026369AnotherviewoftheindentedplanesharedbyplayerJoshHuestisa415091933987011.jpg	['airship, dirigible']
90899_submitter_file2__20180317115817.jpg	['valley, vale', 'alp']
89368_submitter_file1__IMG20161010184627.jpg	['volcano', 'valley, vale', 'wing', 'alp', 'rapeseed']
86187_submitter_file3__0821171315.jpg	['fountain', 'seashore, coast, seacoast, sea-coast', 'spotlight, spot']
87079_submitter_file1__IMG1577.JPG	['gazelle', 'water buffalo, water ox, Asiatic buffalo, Bubalus bubalis', 'hartebeest', 'bison', 'ox']
73899_submitter_file2__loganpart2197.JPG	['parachute, chute', 'flagpole, flagstaff', 'kite', 'airship, dirigible', 'wing']
87858_submitter_file2__Screenshot20171107194637.png	['wreck', 'lakeside, lakeshore', 'promontory, headland, head, foreland', 'airship, dirigible', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']
88699_submitter_file3__DSC1029.JPG	['crane', 'beacon, lighthouse, beacon light, pharos', 'castle', 'church, church building']
83146_submitter_file7__7.TwoOrb1HighlyEnlarged.jpg	['ping-pong ball', 'traffic light, traffic signal, stoplight', 'joystick', 'nematode, nematode worm, roundworm', 'switch, electric switch, electrical switch']
90151_submitter_file5__IMG2590.JPG	['space shuttle', 'volcano', 'geyser', 'beacon, lighthouse, beacon light, pharos', 'missile']
89956_submitter_file3__20180131053147.jpg	['nematode, nematode worm, roundworm', 'traffic light, traffic signal, stoplight', 'torch', "jack-o'-lantern", 'spotlight, spot']
80408_submitter_file5__image5.PNG	['screen, CRT screen', 'television, television system', 'nematode, nematode worm, roundworm', 'monitor', 'digital clock']
83111_submitter_file2__moonshot.jpg	['traffic light, traffic signal, stoplight', 'wing', 'spotlight, spot']
85942_submitter_file2__IMG0331.JPG	['solar dish, solar collector, solar furnace', 'wreck', 'car mirror', 'shower curtain', 'suspension bridge']
84879_submitter_file3__CropperOutput51807998.jpg	['parachute, chute', 'warplane, military plane', 'geyser', 'wing', 'airship, dirigible']
83759_submitter_file7__DSC01525.JPG	['pole']
79020_submitter_file1__image.jpeg	['obelisk', 'water tower', 'traffic light, traffic signal, stoplight', 'pole', 'flagpole, flagstaff']
74968_submitter_file2__IMG20160229161710.jpg	['flagpole, flagstaff']
76274_submitter_file8__PHOTO3Screenshot20160504122649.png	['baseball', 'hip, rose hip, rosehip', 'tennis ball']
70369_submitter_file1__OVNIBali.JPG	['sandbar, sand bar', 'balloon', 'beacon, lighthouse, beacon light, pharos', 'rapeseed', 'lakeside, lakeshore']
87669_submitter_file2__DSC7294.jpg	['albatross, mollymawk', 'bald eagle, American eagle, Haliaeetus leucocephalus', 'vulture', 'kite', 'pelican']
81843_submitter_file4__DSC06546.JPG	['vault', 'prayer rug, prayer mat', 'organ, pipe organ', 'palace', 'altar']
74653_submitter_file6__shieldsufo20160220151702.jpg	['radio telescope, radio reflector', 'suspension bridge', 'crane', 'water tower', 'steel arch bridge']
82468_submitter_file1__20170303173054.jpg	['monastery', 'castle']
79992_submitter_file2__IMG2328.JPG	['tank, army tank, armored combat vehicle, armoured combat vehicle', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'solar dish, solar collector, solar furnace', 'harvester, reaper', 'barn']
79104_submitter_file1__WP20160725110443Pro.jpg	[]
90368_submitter_file3__20171118124057.jpg	['cliff, drop, drop-off', 'valley, vale', 'alp']
